Elapsed_Time,Ramp_Up_Latencies
2016-10-04 15:27:15.294807727Z,773.435408
2016-10-04 15:27:15.404807727Z,664.806432
2016-10-04 15:27:15.334807727Z,737.68904
2016-10-04 15:27:15.284807727Z,790.999312
2016-10-04 15:27:15.454807727Z,665.16
2016-10-04 15:27:15.344807727Z,776.98288
2016-10-04 15:27:15.364807727Z,762.338592
2016-10-04 15:27:15.444807727Z,741.636
2016-10-04 15:27:15.494807727Z,715.931104
2016-10-04 15:27:15.214807727Z,996.952
2016-10-04 15:27:15.464807727Z,755.422864
2016-10-04 15:27:15.424807727Z,800.589808
2016-10-04 15:27:15.434807727Z,796.77232
2016-10-04 15:27:15.574807727Z,673.200672
2016-10-04 15:27:15.414807727Z,864.251616
2016-10-04 15:27:15.384807727Z,901.324752
2016-10-04 15:27:15.504807727Z,871.592304
2016-10-04 15:27:15.374807727Z,1001.795184
2016-10-04 15:27:15.534807727Z,842.370144
2016-10-04 15:27:15.484807727Z,904.403552
2016-10-04 15:27:15.514807727Z,892.02888
2016-10-04 15:27:15.544807727Z,877.052224
2016-10-04 15:27:15.524807727Z,901.137456
2016-10-04 15:27:15.564807727Z,861.5788
2016-10-04 15:27:15.584807727Z,858.233184
2016-10-04 15:27:14.894807727Z,1707.690672
2016-10-04 15:27:14.954807727Z,1897.723328
2016-10-04 15:27:15.114807727Z,1900.001408
2016-10-04 15:27:15.174807727Z,2095.034736
2016-10-04 15:27:15.184807727Z,2455.819424
2016-10-04 15:27:15.474807727Z,2318.875824
2016-10-04 15:27:15.554807727Z,2350.658512
